"TEHINGU_ID";"KUUPÄEV";"SAAJA_MAKSJA_KONTO";"SAAJA_MAKSJA_NIMI";"SUMMA";"VIITENUMBER";"SELGITUS";"VALUUTA"
"100000000014629";"14.07.2024";"";"STARBUCKS TARTU";"13.25";"";"14/07/2024 08:52 kaart....700424 STARBUCKS/TARTU/EE #746901";"EUR"
"100000000014664";"15.07.2024";"";"TIGER TARTU";"3.98";"";"15/07/2024 14:46 kaart....700424 TIGER/TARTU/EE #342239";"EUR"
"100000000015825";"15.07.2024";"";"ANNE KANAL TARTU";"9.28";"";"15/07/2024 18:57 kaart....700424 ANNE KANAL/TARTU/EE #249149";"EUR"
"100000000013442";"16.07.2024";"EE021010052037412007";"Telia Eesti AS";"28.00";"80856271875";"Telia e-arve 07/2024 (mobiil+internet)";"EUR"
"100000000014700";"16.07.2024";"";"LIDL TARTU RINGTEE";"25.08";"";"16/07/2024 10:35 kaart....700424 LIDL TARTU RINGTEE/TARTU/EE #885587";"EUR"
"100000000014711";"16.07.2024";"";"WERNER KOHVIK TARTU";"13.35";"";"16/07/2024 10:56 kaart....700424 WERNER KOHVIK/TARTU/EE #209159";"EUR"
"100000000014734";"16.07.2024";"";"ZARA TARTU LOUNAKESKUS";"76.39";"";"16/07/2024 18:38 kaart....700424 ZARA LOUNAKESKUS/TARTU/EE #564531";"EUR"
"100000000014771";"17.07.2024";"";"PAYPAL *STEAM GAMES";"43.24";"";"17/07/2024 10:38 kaart....700424 PAYPAL *STEAM GAMES/Luxembourg/LU #352415";"EUR"
"100000000014818";"17.07.2024";"";"CIRCLE K TARTU LOUNAKE";"58.43";"";"17/07/2024 08:25 kaart....700424 CIRCLE K LOUNAKE/TARTU/EE #100205";"EUR"
"100000000014833";"17.07.2024";"";"R-KIOSK 4828 TARTU NES";"3.01";"";"17/07/2024 15:00 kaart....700424 R-KIOSK 4828 TARTU NES/TARTU/EE #414922";"EUR"
"100000000013694";"18.07.2024";"";"Netflix";"15.49";"";"18/07/2024 20:05 kaart....700424 Netflix/Amsterdam/NL #269868";"EUR"
"100000000014866";"18.07.2024";"";"Amazon.de";"121.73";"";"18/07/2024 08:58 kaart....700424 Amazon.de/Berlin/DE #680557";"EUR"
"100000000014882";"18.07.2024";"";"CIRCLE K TARTU RINGTEE";"37.08";"";"18/07/2024 08:23 kaart....700424 CIRCLE K RINGTEE/TARTU/EE #710434";"EUR"
"100000000014929";"18.07.2024";"";"R-KIOSK 4828 TARTU NES";"6.72";"";"18/07/2024 16:58 kaart....700424 R-KIOSK 4828 TARTU NES/TARTU/EE #327999";"EUR"
"100000000014949";"19.07.2024";"";"TARTU BOWLING";"19.15";"";"19/07/2024 19:38 kaart....700424 TARTU BOWLING/TARTU/EE #773452";"EUR"
"100000000014977";"19.07.2024";"";"COOP TARTU RAATUSE";"20.87";"";"19/07/2024 20:21 kaart....700424 COOP RAATUSE/TARTU/EE #464831";"EUR"
"100000000015018";"20.07.2024";"";"ANNE KANAL TARTU";"15.51";"";"20/07/2024 19:59 kaart....700424 ANNE KANAL/TARTU/EE #111989";"EUR"
"100000000015033";"20.07.2024";"";"JYSK TARTU";"44.02";"";"20/07/2024 15:32 kaart....700424 JYSK/TARTU/EE #831663";"EUR"
"100000000015066";"20.07.2024";"";"RIMI TARTU LOUNAKESKUS";"92.19";"";"20/07/2024 20:38 kaart....700424 RIMI LOUNAKESKUS/TARTU/EE #703198";"EUR"
"100000000015114";"20.07.2024";"";"PRISMA TARTU";"79.67";"";"20/07/2024 17:30 kaart....700424 PRISMA TARTU/TARTU/EE #699198";"EUR"
"100000000015127";"20.07.2024";"";"COOP TARTU KESKLINN";"10.22";"";"20/07/2024 17:30 kaart....700424 COOP TARTU KESKLINN/TARTU/EE #686464";"EUR"
"100000000015132";"21.07.2024";"";"POLPO TARTU";"36.12";"";"21/07/2024 16:15 kaart....700424 POLPO/TARTU/EE #354085";"EUR"
"100000000015155";"21.07.2024";"";"SUBWAY TARTU";"13.98";"";"21/07/2024 12:27 kaart....700424 SUBWAY/TARTU/EE #483010";"EUR"
"100000000015184";"21.07.2024";"";"COOP TARTU KESKLINN";"44.90";"";"21/07/2024 10:22 kaart....700424 COOP TARTU KESKLINN/TARTU/EE #746154";"EUR"
"100000000013480";"22.07.2024";"EE251010220061309019";"Elektrilevi OÜ";"18.50";"556472929314";"Elektriarve 07/2024 539450";"EUR"
"100000000013650";"22.07.2024";"";"Google YouTubePremium";"11.99";"";"22/07/2024 20:24 kaart....700424 Google YouTubePremium/London/GB #743473";"EUR"
"100000000015190";"22.07.2024";"";"CAFE TRUFFE TARTU";"14.94";"";"22/07/2024 10:48 kaart....700424 CAFE TRUFFE/TARTU/EE #863873";"EUR"
"100000000015198";"23.07.2024";"";"SPORTLAND TARTU";"97.85";"";"23/07/2024 14:21 kaart....700424 SPORTLAND/TARTU/EE #827497";"EUR"
"100000000013631";"24.07.2024";"EE112200221009876543";"Tallinna Vesi";"18.59";"15939982455";"Vesi ja kanal. 07/2024";"EUR"
"100000000015238";"24.07.2024";"";"Wolt";"13.43";"";"24/07/2024 20:35 kaart....700424 Wolt/Tallinn/EE #606489";"EUR"
"100000000015257";"24.07.2024";"";"APOLLO KINO LOUNAKESKU";"25.30";"";"24/07/2024 21:10 kaart....700424 APOLLO KINO LOUNAKESKU/TARTU/EE #163029";"EUR"
"100000000015275";"24.07.2024";"";"PEPCO TARTU";"7.37";"";"24/07/2024 14:24 kaart....700424 PEPCO/TARTU/EE #792451";"EUR"
"100000000015775";"24.07.2024";"";"Swedbank ATM TARTU";"150.00";"";"24/07/2024 17:48 kaart....700424 Sularaha väljavõtt Swedbank ATM TARTU";"EUR"
"100000000015321";"25.07.2024";"";"Amazon.de";"128.00";"";"25/07/2024 07:24 kaart....700424 Amazon.de/Berlin/DE #633243";"EUR"
"100000000015357";"25.07.2024";"";"KVARTALI MAKSIMARKET";"37.31";"";"25/07/2024 17:32 kaart....700424 KVARTALI MAKSIMARKET/TARTU/EE #580233";"EUR"
"100000000015380";"26.07.2024";"";"RIMI TARTU SÕBRA";"20.94";"";"26/07/2024 17:22 kaart....700424 RIMI SÕBRA/TARTU/EE #817552";"EUR"
"100000000015382";"27.07.2024";"";"CIRCLE K TARTU LOUNAKE";"74.63";"";"27/07/2024 17:16 kaart....700424 CIRCLE K LOUNAKE/TARTU/EE #505977";"EUR"
"100000000015416";"27.07.2024";"";"AURA VEEKESKUS";"13.95";"";"27/07/2024 14:46 kaart....700424 AURA VEEKESKUS/TARTU/EE #500773";"EUR"
"100000000015436";"27.07.2024";"";"GRILLHALDJAS OÜ";"45.83";"";"27/07/2024 16:09 kaart....700424 GRILLHALDJAS/TARTU/EE #547180";"EUR"
"100000000015860";"27.07.2024";"";"MATKAVARUSTUS OÜ";"30.07";"";"27/07/2024 16:57 kaart....700424 MATKAVARUSTUS/TARTU/EE #829928";"EUR"
"100000000015482";"28.07.2024";"";"Wolt";"24.01";"";"28/07/2024 19:19 kaart....700424 Wolt/Tallinn/EE #821978";"EUR"
"100000000015493";"28.07.2024";"";"ZALANDO";"79.08";"";"28/07/2024 04:41 kaart....700424 ZALANDO/Berlin/DE #692282";"EUR"
"100000000013563";"29.07.2024";"EE547700771000456789";"AS Pensionikeskus";"50.40";"345318804712011";"III samba sissemakse 07/2024";"EUR"
"100000000015520";"29.07.2024";"";"LIDL TARTU RINGTEE";"62.59";"";"29/07/2024 17:48 kaart....700424 LIDL TARTU RINGTEE/TARTU/EE #434168";"EUR"
"100000000015734";"29.07.2024";"";"Swedbank ATM TARTU";"60.00";"";"29/07/2024 17:34 kaart....700424 Sularaha väljavõtt Swedbank ATM TARTU";"EUR"
"100000000015570";"30.07.2024";"";"CHOPSTICKS TARTU";"21.59";"";"30/07/2024 22:17 kaart....700424 CHOPSTICKS/TARTU/EE #259338";"EUR"
"100000000015607";"30.07.2024";"";"Veeriku Selver";"6.21";"";"30/07/2024 17:17 kaart....700424 VEERIKU SELVER/TARTU/EE #735022";"EUR"
"100000000015646";"31.07.2024";"";"CIRCLE K TARTU LOUNAKE";"31.45";"";"31/07/2024 09:32 kaart....700424 CIRCLE K LOUNAKE/TARTU/EE #987240";"EUR"
"100000000015795";"31.07.2024";"";"Swedbank ATM TARTU";"80.00";"";"31/07/2024 16:25 kaart....700424 Sularaha väljavõtt Swedbank ATM TARTU";"EUR"
"100000000015903";"01.08.2024";"";"Swedbank AS";"1.45";"";"Igapäevane pakett - kuutasu";"EUR"
"100000000015909";"01.08.2024";"";"Swedbank AS";"0.50";"";"Kaardi hooldustasu";"EUR"
"100000000016312";"01.08.2024";"";"VEERIKU SELVER ISETEEN";"11.71";"";"01/08/2024 12:19 kaart....700424 VEERIKU SELVER ISETEEN/TARTU/EE #631302";"EUR"
"100000000016334";"02.08.2024";"";"R-KIOSK 4828 TARTU NES";"3.97";"";"02/08/2024 14:12 kaart....700424 R-KIOSK 4828 TARTU NES/TARTU/EE #446569";"EUR"
"100000000016364";"02.08.2024";"";"PAYPAL *STEAM GAMES";"33.76";"";"02/08/2024 21:09 kaart....700424 PAYPAL *STEAM GAMES/Luxembourg/LU #757667";"EUR"
"100000000016366";"03.08.2024";"";"BOLT FOOD";"27.21";"";"03/08/2024 20:35 kaart....700424 BOLT FOOD/TARTU/EE #661916";"EUR"
"100000000016384";"03.08.2024";"";"RIMI TARTU LOUNAKESKUS";"75.64";"";"03/08/2024 13:04 kaart....700424 RIMI LOUNAKESKUS/TARTU/EE #256557";"EUR"
"100000000016396";"03.08.2024";"";"H&M TARTU LOUNAKESKUS";"38.98";"";"03/08/2024 16:38 kaart....700424 H&M LOUNAKESKUS/TARTU/EE #508489";"EUR"
"100000000017964";"03.08.2024";"";"MATKAVARUSTUS OÜ";"73.18";"";"03/08/2024 16:20 kaart....700424 MATKAVARUSTUS/TARTU/EE #226670";"EUR"
"100000000016416";"04.08.2024";"";"H&M TARTU LOUNAKESKUS";"14.74";"";"04/08/2024 14:23 kaart....700424 H&M LOUNAKESKUS/TARTU/EE #573858";"EUR"
"100000000016418";"04.08.2024";"";"HESBURGER TARTU";"15.70";"";"04/08/2024 12:28 kaart....700424 HESBURGER/TARTU/EE #630573";"EUR"
"100000000016057";"05.08.2024";"EE862200221015412304";"IF P&C Insurance AS";"35.42";"502099451016";"Kindlustusmakse 08/2024 poliis IFKA17217";"EUR"
"100000000016211";"05.08.2024";"";"SPOTIFY";"9.99";"";"05/08/2024 21:51 kaart....700424 SPOTIFY/Stockholm/SE #288646";"EUR"
"100000000016425";"05.08.2024";"";"Amazon.de";"55.49";"";"05/08/2024 21:09 kaart....700424 Amazon.de/Berlin/DE #906859";"EUR"
"100000000016459";"05.08.2024";"";"PEPCO TARTU";"27.33";"";"05/08/2024 15:24 kaart....700424 PEPCO/TARTU/EE #848344";"EUR"
"100000000016466";"06.08.2024";"";"RIMI TARTU SÕBRA";"41.96";"";"06/08/2024 18:29 kaart....700424 RIMI SÕBRA/TARTU/EE #148381";"EUR"
"100000000016276";"07.08.2024";"";"HBO MAX";"8.99";"";"07/08/2024 13:02 kaart....700424 HBO MAX/Warsaw/PL #450006";"EUR"
"100000000016501";"07.08.2024";"";"GROSSI TOIDUKAUBAD";"26.20";"";"07/08/2024 17:18 kaart....700424 GROSSI TOIDUKAUBAD/TARTU/EE #390088";"EUR"
"100000000016537";"07.08.2024";"";"SUBWAY TARTU";"7.84";"";"07/08/2024 18:00 kaart....700424 SUBWAY/TARTU/EE #753205";"EUR"
"100000000016548";"07.08.2024";"";"Wolt";"16.85";"";"07/08/2024 20:36 kaart....700424 Wolt/Tallinn/EE #356717";"EUR"
"100000000016031";"08.08.2024";"EE062200221034567811";"KÜ Veeriku 14";"50.31";"3094077780";"Korteriühistu kulud 08/2024";"EUR"
"100000000016552";"08.08.2024";"";"PIZZA GRANDE TARTU";"19.62";"";"08/08/2024 12:57 kaart....700424 PIZZA GRANDE/TARTU/EE #808308";"EUR"
"100000000016565";"08.08.2024";"";"Veeriku Selver";"36.38";"";"08/08/2024 18:19 kaart....700424 VEERIKU SELVER/TARTU/EE #448475";"EUR"
"100000000016112";"09.08.2024";"EE021010052087654321";"Starman TV pakett";"12.14";"950145561681";"TV ja internet 08/2024";"EUR"
"100000000016253";"09.08.2024";"";"DISCORD NITRO";"9.99";"";"09/08/2024 22:54 kaart....700424 DISCORD NITRO/San Francisco/US #317402";"EUR"
"100000000016609";"09.08.2024";"";"GRILLHALDJAS OÜ";"37.42";"";"09/08/2024 14:29 kaart....700424 GRILLHALDJAS/TARTU/EE #425469";"EUR"
"100000000016654";"09.08.2024";"";"NESTE TARTU";"51.01";"";"09/08/2024 08:25 kaart....700424 NESTE/TARTU/EE #292259";"EUR"
"100000000016684";"10.08.2024";"";"TIGER TARTU";"11.57";"";"10/08/2024 14:22 kaart....700424 TIGER/TARTU/EE #601903";"EUR"
"100000000016691";"10.08.2024";"";"H&M TARTU LOUNAKESKUS";"37.10";"";"10/08/2024 15:52 kaart....700424 H&M LOUNAKESKUS/TARTU/EE #848969";"EUR"
"100000000016696";"10.08.2024";"";"NESTE TARTU";"49.31";"";"10/08/2024 08:30 kaart....700424 NESTE/TARTU/EE #502460";"EUR"
"100000000016708";"10.08.2024";"";"RESERVED TARTU";"81.01";"";"10/08/2024 16:44 kaart....700424 RESERVED/TARTU/EE #347625";"EUR"
"100000000016737";"10.08.2024";"";"RIMI TARTU SÕBRA";"35.78";"";"10/08/2024 18:35 kaart....700424 RIMI SÕBRA/TARTU/EE #202397";"EUR"
"100000000016780";"10.08.2024";"";"RIMI TARTU SÕBRA";"8.17";"";"10/08/2024 18:31 kaart....700424 RIMI SÕBRA/TARTU/EE #776320";"EUR"
"100000000016829";"11.08.2024";"";"COOP TARTU RAATUSE";"43.25";"";"11/08/2024 18:51 kaart....700424 COOP RAATUSE/TARTU/EE #100193";"EUR"
"100000000015920";"12.08.2024";"EE172200221013264589";"Swedbank AS";"87.50";"21117518689";"Lep. 2022770487/põhiosa/L192867825";"EUR"
"100000000015945";"12.08.2024";"EE172200221013264589";"Swedbank AS";"136.84";"21117518689";"Lep. 2022770487/intress/L192867825";"EUR"
"100000000016873";"12.08.2024";"";"MOKU TARTU";"15.49";"";"12/08/2024 01:12 kaart....700424 MOKU/TARTU/EE #315651";"EUR"
"100000000016879";"13.08.2024";"";"CHOPSTICKS TARTU";"19.38";"";"13/08/2024 17:45 kaart....700424 CHOPSTICKS/TARTU/EE #460987";"EUR"
"100000000016903";"13.08.2024";"";"PARKLAHALDUSE OU";"4.97";"";"13/08/2024 20:18 kaart....700424 PARKLAHALDUSE OU/TARTU/EE #165442";"EUR"
"100000000016948";"14.08.2024";"";"LIDL TARTU RINGTEE";"83.66";"";"14/08/2024 17:15 kaart....700424 LIDL TARTU RINGTEE/TARTU/EE #552686";"EUR"
"100000000016139";"15.08.2024";"";"OPENAI *CHATGPT SUBSCR";"20.00";"";"15/08/2024 21:38 kaart....700424 OPENAI *CHATGPT SUBSCR/San Francisco/US #988980";"EUR"
"100000000016961";"15.08.2024";"";"TARTU LINNATRANSPORT";"10.62";"";"15/08/2024 08:30 kaart....700424 TARTU LINNATRANSPORT/TARTU/EE #245824";"EUR"
"100000000016966";"15.08.2024";"";"EUROPARK TARTU";"5.67";"";"15/08/2024 08:08 kaart....700424 EUROPARK/TARTU/EE #112166";"EUR"
"100000000017008";"15.08.2024";"";"OLEREX TARTU VEERIKU";"75.96";"";"15/08/2024 09:05 kaart....700424 OLEREX VEERIKU/TARTU/EE #243885";"EUR"
"100000000015992";"16.08.2024";"EE021010052037412007";"Telia Eesti AS";"28.00";"5922220644";"Telia e-arve 08/2024 (mobiil+internet)";"EUR"
"100000000017044";"16.08.2024";"";"TEMU";"49.43";"";"16/08/2024 14:32 kaart....700424 TEMU/Dublin/IE #544726";"EUR"
"100000000017091";"16.08.2024";"";"JYSK TARTU";"34.90";"";"16/08/2024 16:31 kaart....700424 JYSK/TARTU/EE #987938";"EUR"
"100000000017122";"16.08.2024";"";"BURGER KING TARTU";"12.74";"";"16/08/2024 18:02 kaart....700424 BURGER KING/TARTU/EE #695748";"EUR"
"100000000017156";"16.08.2024";"";"APOLLO KINO LOUNAKESKU";"20.13";"";"16/08/2024 20:46 kaart....700424 APOLLO KINO LOUNAKESKU/TARTU/EE #866816";"EUR"
"100000000017191";"17.08.2024";"";"Wolt";"29.76";"";"17/08/2024 19:43 kaart....700424 Wolt/Tallinn/EE #764469";"EUR"
"100000000017222";"17.08.2024";"";"H&M TARTU LOUNAKESKUS";"16.23";"";"17/08/2024 15:29 kaart....700424 H&M LOUNAKESKUS/TARTU/EE #637566";"EUR"
"100000000017270";"17.08.2024";"";"SUBWAY TARTU";"17.21";"";"17/08/2024 12:44 kaart....700424 SUBWAY/TARTU/EE #726667";"EUR"
"100000000017274";"17.08.2024";"";"CHOPSTICKS TARTU";"12.65";"";"17/08/2024 20:10 kaart....700424 CHOPSTICKS/TARTU/EE #700687";"EUR"
"100000000016213";"18.08.2024";"";"Netflix";"15.49";"";"18/08/2024 20:00 kaart....700424 Netflix/Amsterdam/NL #223949";"EUR"
"100000000017314";"18.08.2024";"";"TEMU";"17.61";"";"18/08/2024 21:16 kaart....700424 TEMU/Dublin/IE #238976";"EUR"
"100000000017338";"18.08.2024";"";"PIZZA GRANDE TARTU";"9.26";"";"18/08/2024 12:42 kaart....700424 PIZZA GRANDE/TARTU/EE #568349";"EUR"
"100000000017377";"18.08.2024";"";"APPLE.COM";"63.51";"";"18/08/2024 21:05 kaart....700424 APPLE.COM/Cork/IE #252117";"EUR"
"100000000017391";"19.08.2024";"";"SHEIN";"36.46";"";"19/08/2024 22:40 kaart....700424 SHEIN/Singapore/SG #275409";"EUR"
"100000000017422";"20.08.2024";"";"KVARTALI MAKSIMARKET";"35.65";"";"20/08/2024 18:30 kaart....700424 KVARTALI MAKSIMARKET/TARTU/EE #416006";"EUR"
"100000000017456";"20.08.2024";"";"BENU APTEEK TARTU";"19.44";"";"20/08/2024 15:16 kaart....700424 BENU APTEEK/TARTU/EE #252200";"EUR"
"100000000017463";"21.08.2024";"";"RIMI TARTU SÕBRA";"28.92";"";"21/08/2024 16:43 kaart....700424 RIMI SÕBRA/TARTU/EE #143010";"EUR"
"100000000017470";"21.08.2024";"";"JÄÄTISEKIOSK TARTU";"12.07";"";"21/08/2024 15:17 kaart....700424 JÄÄTISEKIOSK/TARTU/EE #380061";"EUR"
"100000000017508";"21.08.2024";"";"BURGER KING TARTU";"13.41";"";"21/08/2024 14:46 kaart....700424 BURGER KING/TARTU/EE #804527";"EUR"
"100000000017905";"21.08.2024";"";"Swedbank ATM TARTU";"80.00";"";"21/08/2024 22:50 kaart....700424 Sularaha väljavõtt Swedbank ATM TARTU";"EUR"
"100000000016045";"22.08.2024";"EE251010220061309019";"Elektrilevi OÜ";"21.48";"67199038498";"Elektriarve 08/2024 598820";"EUR"
"100000000016171";"22.08.2024";"";"Google YouTubePremium";"11.99";"";"22/08/2024 20:39 kaart....700424 Google YouTubePremium/London/GB #689964";"EUR"
"100000000017509";"22.08.2024";"";"BOLT FOOD";"28.61";"";"22/08/2024 19:53 kaart....700424 BOLT FOOD/TARTU/EE #171252";"EUR"
"100000000017511";"22.08.2024";"";"POLPO TARTU";"40.94";"";"22/08/2024 10:12 kaart....700424 POLPO/TARTU/EE #135695";"EUR"
"100000000017550";"23.08.2024";"";"RIMI TARTU LOUNAKESKUS";"83.76";"";"23/08/2024 17:05 kaart....700424 RIMI LOUNAKESKUS/TARTU/EE #998043";"EUR"
"100000000017595";"24.08.2024";"";"STARBUCKS TARTU";"10.99";"";"24/08/2024 10:57 kaart....700424 STARBUCKS/TARTU/EE #216229";"EUR"
"100000000017640";"24.08.2024";"";"KVARTALI MAKSIMARKET";"29.40";"";"24/08/2024 18:49 kaart....700424 KVARTALI MAKSIMARKET/TARTU/EE #547724";"EUR"
"100000000017665";"24.08.2024";"";"SHEIN";"29.95";"";"24/08/2024 21:49 kaart....700424 SHEIN/Singapore/SG #165417";"EUR"
"100000000017705";"25.08.2024";"";"HESBURGER TARTU";"17.97";"";"25/08/2024 18:31 kaart....700424 HESBURGER/TARTU/EE #310416";"EUR"
"100000000017712";"25.08.2024";"";"POLPO TARTU";"19.05";"";"25/08/2024 09:39 kaart....700424 POLPO/TARTU/EE #774588";"EUR"
"100000000017722";"25.08.2024";"";"SHEIN";"13.96";"";"25/08/2024 21:01 kaart....700424 SHEIN/Singapore/SG #621877";"EUR"
"100000000016093";"26.08.2024";"EE547700771000456789";"AS Pensionikeskus";"50.60";"390541782106915";"III samba sissemakse 08/2024";"EUR"
"100000000017755";"26.08.2024";"";"GRILLHALDJAS OÜ";"26.76";"";"26/08/2024 16:36 kaart....700424 GRILLHALDJAS/TARTU/EE #103883";"EUR"
"100000000016118";"27.08.2024";"EE112200221009876543";"Tallinna Vesi";"16.54";"458683390198";"Vesi ja kanal. 08/2024";"EUR"
"100000000017756";"27.08.2024";"";"Wolt";"25.88";"";"27/08/2024 12:34 kaart....700424 Wolt/Tallinn/EE #336817";"EUR"
"100000000017782";"27.08.2024";"";"STARBUCKS TARTU";"12.24";"";"27/08/2024 10:43 kaart....700424 STARBUCKS/TARTU/EE #417538";"EUR"
"100000000017920";"27.08.2024";"";"JÄÄTISEKIOSK TARTU";"10.67";"";"27/08/2024 16:51 kaart....700424 JÄÄTISEKIOSK/TARTU/EE #745533";"EUR"
"100000000017831";"28.08.2024";"";"CIRCLE K TARTU RINGTEE";"37.57";"";"28/08/2024 08:53 kaart....700424 CIRCLE K RINGTEE/TARTU/EE #581966";"EUR"
"100000000017854";"29.08.2024";"";"Veeriku Selver";"33.20";"";"29/08/2024 17:40 kaart....700424 VEERIKU SELVER/TARTU/EE #822303";"EUR"
"100000000017870";"30.08.2024";"";"RIMI TARTU LOUNAKESKUS";"70.12";"";"30/08/2024 17:46 kaart....700424 RIMI LOUNAKESKUS/TARTU/EE #721748";"EUR"
"100000000017874";"30.08.2024";"";"Wolt";"21.40";"";"30/08/2024 19:02 kaart....700424 Wolt/Tallinn/EE #455766";"EUR"
"100000000017889";"30.08.2024";"";"CHOPSTICKS TARTU";"14.98";"";"30/08/2024 18:47 kaart....700424 CHOPSTICKS/TARTU/EE #707488";"EUR"
"100000000017898";"31.08.2024";"";"Veeriku Selver";"53.51";"";"31/08/2024 17:44 kaart....700424 VEERIKU SELVER/TARTU/EE #780301";"EUR"
"100000000018521";"01.09.2024";"";"GROSSI TOIDUKAUBAD";"28.23";"";"01/09/2024 17:22 kaart....700424 GROSSI TOIDUKAUBAD/TARTU/EE #410158";"EUR"
"100000000018001";"02.09.2024";"";"Swedbank AS";"1.45";"";"Igapäevane pakett - kuutasu";"EUR"
"100000000018036";"02.09.2024";"";"Swedbank AS";"0.50";"";"Kaardi hooldustasu";"EUR"
"100000000018530";"02.09.2024";"";"RIMI TARTU LOUNAKESKUS";"20.92";"";"02/09/2024 18:29 kaart....700424 RIMI LOUNAKESKUS/TARTU/EE #909327";"EUR"
"100000000018267";"03.09.2024";"EE862200221015412304";"IF P&C Insurance AS";"35.56";"0781137995";"Kindlustusmakse 09/2024 poliis IFKA33053";"EUR"
"100000000018535";"03.09.2024";"";"SELVER TARTU RINGTEE";"56.86";"";"03/09/2024 08:55 kaart....700424 SELVER RINGTEE/TARTU/EE #757776";"EUR"
"100000000018541";"03.09.2024";"";"STARBUCKS TARTU";"9.91";"";"03/09/2024 09:50 kaart....700424 STARBUCKS/TARTU/EE #817923";"EUR"
"100000000018565";"04.09.2024";"";"R-KIOSK 4828 TARTU NES";"9.06";"";"04/09/2024 10:07 kaart....700424 R-KIOSK 4828 TARTU NES/TARTU/EE #501557";"EUR"
"100000000018611";"04.09.2024";"";"Wolt";"17.29";"";"04/09/2024 22:04 kaart....700424 Wolt/Tallinn/EE #687997";"EUR"
"100000000018411";"05.09.2024";"";"SPOTIFY";"9.99";"";"05/09/2024 22:10 kaart....700424 SPOTIFY/Stockholm/SE #927899";"EUR"
"100000000018656";"05.09.2024";"";"KVARTALI MAKSIMARKET";"24.77";"";"05/09/2024 19:48 kaart....700424 KVARTALI MAKSIMARKET/TARTU/EE #708299";"EUR"
"100000000018160";"06.09.2024";"EE062200221034567811";"KÜ Veeriku 14";"140.17";"9279145608";"Korteriühistu kulud 09/2024";"EUR"
"100000000018674";"06.09.2024";"";"TARTU BOWLING";"23.42";"";"06/09/2024 02:43 kaart....700424 TARTU BOWLING/TARTU/EE #543473";"EUR"
"100000000018718";"06.09.2024";"";"COOP TARTU KESKLINN";"32.88";"";"06/09/2024 18:45 kaart....700424 COOP TARTU KESKLINN/TARTU/EE #657742";"EUR"
"100000000018473";"07.09.2024";"";"HBO MAX";"8.99";"";"07/09/2024 22:09 kaart....700424 HBO MAX/Warsaw/PL #701568";"EUR"
"100000000018724";"07.09.2024";"";"Wolt";"24.65";"";"07/09/2024 12:12 kaart....700424 Wolt/Tallinn/EE #580115";"EUR"
"100000000018732";"07.09.2024";"";"SELVER TARTU RINGTEE";"29.13";"";"07/09/2024 09:10 kaart....700424 SELVER RINGTEE/TARTU/EE #389346";"EUR"
"100000000018767";"07.09.2024";"";"APARAAT TARTU";"41.11";"";"07/09/2024 21:26 kaart....700424 APARAAT/TARTU/EE #815551";"EUR"
"100000000018772";"07.09.2024";"";"KOOLIASJAD OÜ";"43.59";"";"07/09/2024 10:18 kaart....700424 KOOLIASJAD/TARTU/EE #298244";"EUR"
"100000000018814";"07.09.2024";"";"COOP TARTU RAATUSE";"41.15";"";"07/09/2024 18:37 kaart....700424 COOP RAATUSE/TARTU/EE #459443";"EUR"
"100000000018834";"08.09.2024";"";"BOLT FOOD";"18.72";"";"08/09/2024 20:36 kaart....700424 BOLT FOOD/TARTU/EE #238364";"EUR"
"100000000018844";"08.09.2024";"";"KVARTALI MAKSIMARKET";"22.59";"";"08/09/2024 20:54 kaart....700424 KVARTALI MAKSIMARKET/TARTU/EE #149617";"EUR"
"100000000018856";"08.09.2024";"";"KOLM TILLI TARTU";"18.09";"";"08/09/2024 16:18 kaart....700424 KOLM TILLI/TARTU/EE #291134";"EUR"
"100000000018893";"08.09.2024";"";"TEMU";"36.49";"";"08/09/2024 20:02 kaart....700424 TEMU/Dublin/IE #432006";"EUR"
"100000000018310";"09.09.2024";"EE021010052087654321";"Starman TV pakett";"12.19";"3636317970";"TV ja internet 09/2024";"EUR"
"100000000018456";"09.09.2024";"";"DISCORD NITRO";"9.99";"";"09/09/2024 20:37 kaart....700424 DISCORD NITRO/San Francisco/US #596489";"EUR"
"100000000018917";"09.09.2024";"";"CREPP TARTU";"12.57";"";"09/09/2024 13:22 kaart....700424 CREPP/TARTU/EE #255130";"EUR"
"100000000018967";"09.09.2024";"";"FUDY";"16.27";"";"09/09/2024 20:59 kaart....700424 FUDY/TARTU/EE #623676";"EUR"
"100000000018081";"10.09.2024";"EE172200221013264589";"Swedbank AS";"86.37";"30925114262";"Lep. 2022770487/põhiosa/L192867825";"EUR"
"100000000018105";"10.09.2024";"EE172200221013264589";"Swedbank AS";"157.10";"30925114262";"Lep. 2022770487/intress/L192867825";"EUR"
"100000000019009";"10.09.2024";"";"SEENELKÄIK OÜ";"10.58";"";"10/09/2024 18:32 kaart....700424 SEENELKÄIK/TARTU/EE #447372";"EUR"
"100000000019056";"10.09.2024";"";"APARAAT TARTU";"19.82";"";"10/09/2024 20:51 kaart....700424 APARAAT/TARTU/EE #692688";"EUR"
"100000000019096";"11.09.2024";"";"HESBURGER TARTU";"11.66";"";"11/09/2024 12:01 kaart....700424 HESBURGER/TARTU/EE #521139";"EUR"
